"Domain","Topic","Data Source","Variable Name","Variable Label"
"4. physical infrastructure","Social services","CCBP","CCBP_HOME_RATE_countylevel","Total number of home health care services per 1,000 people"
"4. physical infrastructure","Social services","CCBP","CCBP_LAB_RATE_countylevel","Total number of medical and diagnostic laboratories per 1,000 people"
"4. physical infrastructure","Industry composition","CCBP","CCBP_LARGE_INDUSTRY_countylevel","NAICS Code of largest industry in region by number of employees"
"4. physical infrastructure","Industry composition","CCBP","CCBP_PCT_HEALTH_EMPLOYMENT_countylevel","Percentage of employment attributed to health care"
"4. physical infrastructure","Social services","CCBP","CCBP_PHYS_RATE_countylevel","Total number of physician offices per 1,000 people"
"4. physical infrastructure","Social services","CCBP","CCBP_RET_RATE_countylevel","Total number of continuing care retirement communities and assisted living facilities for the elderly per 1,000 people"
"4. physical infrastructure","Social services","CCBP","CCBP_SA_RATE_countylevel","Total number of social associations per 1,000 people"
"4. physical infrastructure","Food Access","CCBP","CCBP_SFS_RATE_countylevel","Total number of specialized food stores per 1,000 people"
"4. physical infrastructure","Social services","CCBP","CCBP_SHELTERS_RATE_countylevel","Total number of temporary shelters per 1,000 people"
"4. physical infrastructure","Food Access","CCBP","CCBP_SOGS_RATE_countylevel","Total number of supermarkets and other grocery (except convenience) stores per 1,000 people"
"3. education","Educational funding","CCD","CCD_FED_REVENUE_CNA_countylevel","Federal revenue distributed by state through Child Nutrition Act (Dollars) per student"
"3. education","Educational funding","CCD","CCD_LOCAL_REVENUE_LUNCH_countylevel","Local revenue from school lunch programs (Dollars) per student"
"3. education","Educational funding","CCD","CCD_STATE_REVENUE_LUNCH_countylevel","State revenue from school lunch programs (Dollars) per student"
"3. education","Educational Funding","CCD","CCD_TOT_EXPENDITURE_countylevel","Total expenditure (Dollars) per student"
"3. education","Educational funding","CCD","CCD_TOT_FED_REVENUE_countylevel","Total federal revenue (Dollars) per student"
"3. education","Educational funding","CCD","CCD_TOT_LOCAL_REVENUE_countylevel","Total local revenue (Dollars) per student"
"3. education","Educational Funding","CCD","CCD_TOT_REVENUE_countylevel","Total revenue (Dollars) per student"
"3. education","Educational funding","CCD","CCD_TOT_STATE_REVENUE_countylevel","Total state revenue (Dollars) per student"
"3. education","School System","CCD","CCD_TOT_STUDENTS_countylevel","Total enrollment"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_CHLAMYDIA_RATE_countylevel","Total number of confirmed chlamydia diagnoses per 100,000 population"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_GONORRHEA_RATE_countylevel","Total number of confirmed gonorrhea diagnoses per 100,000 population"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIVDIAG_ASN_RATE_ABOVE13_countylevel","Total number of people living with diagnosed HIV at the end of the year per 100,000, Asian (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIVDIAG_BLK_RATE_ABOVE13_countylevel","Total number of people living with diagnosed HIV at the end of the year per 100,000, Black non-Hispanic (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIVDIAG_F_RATE_ABOVE13_countylevel","Total number of females living with diagnosed HIV at the end of the year per 100,000 (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIVDIAG_HIS_RATE_ABOVE13_countylevel","Total number of people living with diagnosed HIV at the end of the year per 100,000, Hispanic (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIVDIAG_MTR_RATE_ABOVE13_countylevel","Total number of people living with diagnosed HIV at the end of the year per 100,000, multiple races (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIVDIAG_M_RATE_ABOVE13_countylevel","Total number of males living with diagnosed HIV at the end of the year per 100,000 (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIVDIAG_RATE_ABOVE13_countylevel","Total number of people living with diagnosed HIV at the end of the year per 100,000 population (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIVDIAG_WHT_RATE_ABOVE13_countylevel","Total number of people living with diagnosed HIV at the end of the year per 100,000, White non-Hispanic (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_HIV_RATE_ABOVE13_countylevel","Total number of persons with HIV diagnosed during the year per 100,000 population (ages 13 and over)"
"5. healthcare context","Health outcomes","CDCAP","CDCAP_SYPHILIS_RATE_countylevel","Total number of confirmed primary and secondary syphilis diagnoses per 100,000 population"
"5. healthcare context","Health outcomes","CDCA","CDCA_BLOOD_HOSP_RATE_ABOVE65_countylevel","Total high blood pressure hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)"
"5. healthcare context","Health outcomes","CDCA","CDCA_HEART_DTH_RATE_ABOVE35_countylevel","Total cardiovascular disease deaths per 100,000 population (ages 35 and over)"
"5. healthcare context","Health outcomes","CDCA","CDCA_HEART_HOSP_RATE_ABOVE65_countylevel","Total cardiovascular disease hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)"
"5. healthcare context","Health outcomes","CDCA","CDCA_PREV_DTH_BLACK_RATE_BELOW74_countylevel","Total avoidable heart disease and stroke deaths per 100,000 Black non-Hispanic population (ages 74 and below)"
"5. healthcare context","Health outcomes","CDCA","CDCA_PREV_DTH_HISP_RATE_BELOW74_countylevel","Total avoidable heart disease and stroke deaths per 100,000 Hispanic population (ages 74 and below)"
"5. healthcare context","Health outcomes","CDCA","CDCA_PREV_DTH_RATE_BELOW74_countylevel","Total avoidable heart disease and stroke deaths per 100,000 population (ages 74 and below)"
"5. healthcare context","Health outcomes","CDCA","CDCA_PREV_DTH_WHITE_RATE_BELOW74_countylevel","Total avoidable heart disease and stroke deaths per 100,000 White non-Hispanic population (ages 74 and below)"
"5. healthcare context","Health outcomes","CDCA","CDCA_STROKE_DTH_RATE_ABOVE35_countylevel","Total stroke deaths per 100,000 population (ages 35 and over)"
"5. healthcare context","Health outcomes","CDCA","CDCA_STROKE_HOSP_RATE_ABOVE65_countylevel","Total stroke hospitalizations per 1,000 Medicare beneficiaries (ages 65 and over)"
"5. healthcare context","Health Outcomes","CDCW","CDCW_ASSAULT_DTH_RATE_countylevel","Total number of deaths from assault per 100,000 population"
"5. healthcare context","Health Outcomes","CDCW","CDCW_DRUG_DTH_RATE_countylevel","Total number of drug poisoning deaths per 100,000 population"
"5. healthcare context","Health Outcomes","CDCW","CDCW_INJURY_DTH_RATE_countylevel","Total number of deaths from injury per 100,000 population"
"5. healthcare context","Health Outcomes","CDCW","CDCW_OPIOID_DTH_RATE_countylevel","Total number of drug overdose deaths involving any opioid per 100,000 population"
"5. healthcare context","Health Outcomes","CDCW","CDCW_SELFHARM_DTH_RATE_countylevel","Total number of deaths from intentional self harm per 100,000 population"
"5. healthcare context","Health Outcomes","CDCW","CDCW_TOT_POPULATION_countylevel","Total Population (CDC Wonder)"
"5. healthcare context","Health Outcomes","CDCW","CDCW_TRANSPORT_DTH_RATE_countylevel","Total number of deaths from transport accidents per 100,000 population"
"5. healthcare context","Health Outcomes","CHR","CHR_CHILD_DEATH_RATE_countylevel","Total number of deaths among children per 100,000 population (ages 17 and below)"
"5. healthcare context","Health Outcomes","CHR","CHR_PCT_ADULT_OBESITY_countylevel","Percentage of the adult population that reports a body mass index (BMI) greater than or equal to 30 kg/m2 (ages 20 and over)"
"5. healthcare context","Health Outcomes","CHR","CHR_PCT_ALCOHOL_DRIV_DEATH_countylevel","Percentage of driving deaths involving alcohol"
"5. healthcare context","Health Outcomes","CHR","CHR_PCT_DIABETES_countylevel","Percentage of adults with diagnosed diabetes (ages 20 and over)"
"4. physical infrastructure","Food Access","CHR","CHR_PCT_FOOD_countylevel","Percentage of population who lack adequate access to food"
"5. healthcare context","Health Outcomes","CHR","CHR_PCT_LOW_BIRTH_WT_countylevel","Percentage of live births with low birthweight (<2,500 grams)"
"5. healthcare context","Health Outcomes","CHR","CHR_PCT_PHYS_INACTIVITY_countylevel","Percentage of adults reporting no leisure-time physical activity (ages 20 and over)"
"5. healthcare context","Health Outcomes","CHR","CHR_PREMAT_DEATH_RATE_countylevel","Total number of premature deaths: age-adjusted per 100,000 population (ages 74 and below)"
"5. healthcare context","Health Outcomes","CHR","CHR_TEEN_BIRTH_RATE_15_19_countylevel","Total number of births per 1,000 females (ages 15-19)"
"5. healthcare context","Characteristics of health care facilities","HRSA","HRSA_MUA_COUNTY_countylevel","Medically Underserved Areas (MUAs) - County"
"5. healthcare context","Health outcomes","LTC","LTC_AVG_ACUITY_INDEX_countylevel","Average acuity index of the nursing home residents in the county"
"5. healthcare context","Utilization and costs","LTC","LTC_AVG_AGE_countylevel","Average age of residents present in a nursing home on the 1st Thursday of April within a county"
"5. healthcare context","Utilization and costs","LTC","LTC_AVG_DAILY_CENSUS_countylevel","Annual average daily census per reporting facility in the county"
"5. healthcare context","Health care quality","LTC","LTC_AVG_OBS_MEDIAN_LOS_countylevel","Average observed median length of stay in the county"
"5. healthcare context","Health care quality","LTC","LTC_AVG_OBS_REHOSP_RATE_countylevel","Average rehospitalization rate in the county"
"5. healthcare context","Health care quality","LTC","LTC_AVG_OBS_SUCCESSFUL_DISC_RATE_countylevel","Average successful discharge rate in the county"
"5. healthcare context","Utilization and costs","LTC","LTC_AVG_PCT_MEDICAID_countylevel","Average percentage of nursing home residents in the county whose primary support is Medicaid"
"5. healthcare context","Utilization and costs","LTC","LTC_AVG_PCT_MEDICARE_countylevel","Average percentage of nursing home residents in the county whose primary support is Medicare"
"5. healthcare context","Health outcomes","LTC","LTC_AVG_PCT_PRESSURE_ULCER_countylevel","Average percentage of high-risk long-stay nursing home residents with pressure ulcers in the county"
"5. healthcare context","Utilization and costs","LTC","LTC_OCCUPANCY_RATE_countylevel","Total nursing home occupancy rate in the county"
"5. healthcare context","Characteristics of health care facilities","LTC","LTC_PCT_FOR_PROFIT_countylevel","Percentage of nursing homes that are for-profit"
"5. healthcare context","Characteristics of health care facilities","LTC","LTC_PCT_MULTI_FAC_countylevel","Percentage of nursing homes that are owned or leased by a multi-facility (chain) organization"
"5. healthcare context","Utilization and costs","LTC","LTC_PCT_RESD_BLACK_countylevel","Average percentage of residents present in a nursing home on the 1st Thursday of April within the county who are black"
"5. healthcare context","Utilization and costs","LTC","LTC_PCT_RESD_WHITE_countylevel","Average percentage of residents present in a nursing home on the 1st Thursday of April within the county who are white"
"5. healthcare context","Characteristics of health care facilities","LTC","LTC_TOT_BEDS_countylevel","Total number of nursing home beds in the county"
"5. healthcare context","Characteristics of health care facilities","LTC","LTC_TOT_BEDS_RATE_countylevel","Total number of nursing home beds in the county per 1,000 population"
"5. healthcare context","Health insurance status","MGV","MGV_PCT_BEN_FFS_BLACK_countylevel","Percentage of Medicare FFS beneficiaries who are Black or African American"
"5. healthcare context","Health insurance status","MGV","MGV_PCT_BEN_FFS_HISPANIC_countylevel","Percentage of Medicare FFS beneficiaries who are Hispanic"
"5. healthcare context","Health insurance status","MGV","MGV_PCT_BEN_FFS_WHITE_countylevel","Percentage of Medicare FFS beneficiaries who are non-Hispanic White"
"5. healthcare context","Health insurance status","MGV","MGV_PCT_MEDICAID_countylevel","Percentage of Medicare FFS beneficiaries who are eligible for Medicaid for at least one month"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_ACTUAL_EM_countylevel","Per capita Medicare E&M actual payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_ACTUAL_HC_countylevel","Per capita Medicare FQHC/RHC actual payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_ACTUAL_IP_countylevel","Per capita Medicare inpatient actual payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_ACTUAL_OP_countylevel","Per capita Medicare outpatient actual payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_ACTUAL_PA_countylevel","Per capita Medicare post acute care actual payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_STD_EM_countylevel","Per capita Medicare E&M standardized payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_STD_HC_countylevel","Per capita Medicare FQHC/RHC standardized payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_STD_IP_countylevel","Per capita Medicare inpatient standardized payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_STD_OP_countylevel","Per capita Medicare outpatient standardized payment"
"5. healthcare context","Utilization and costs","MGV","MGV_PER_CAPITA_STD_PA_countylevel","Per capita Medicare post acute care standardized payment"
"5. healthcare context","Health insurance status","MGV","MGV_TOT_BEN_FFS_countylevel","Total number of Medicare FFS beneficiaries"
"5. healthcare context","Health insurance status","MGV","MGV_TOT_BEN_PART_A_B_countylevel","Total number of Medicare beneficiaries with Part A and Part B"
"5. healthcare context","Health insurance status","MP","MP_MEDICARE_ADVTG_ENROLLED_countylevel","Total number of Medicare Advantage enrollees in the county"
"5. healthcare context","Health insurance status","MP","MP_MEDICARE_ELIGIBLES_countylevel","Total number of Medicare eligibles in the county"
"5. healthcare context","Health insurance status","MP","MP_PCT_ADVTG_PEN_countylevel","Percentage of Medicare eligible beneficiaries enrolled in a Medicare Advantage plan per 100 population"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_AVG_MODAAAC_PM25_countylevel","Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (modeled estimates only)"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_HEATIND_100_countylevel","Total number of days with daily maximum heat index, absolute threshold: 100°F"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_HEATIND_105_countylevel","Total number of days with daily maximum heat index, absolute threshold: 105°F"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_HEATIND_90_countylevel","Total number of days with daily maximum heat index, absolute threshold: 90°F"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_HEATIND_95_countylevel","Total number of days with daily maximum heat index, absolute threshold: 95°F"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_MAXDROUGHT_countylevel","Maximum number of consecutive weeks of cumulative moderate drought or worse per year"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_NUMDROUGHT_countylevel","Total number of weeks of cumulative moderate drought or worse per year"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_PCT_MODPD_PM25_countylevel","Percentage of days with PM2.5 levels over the national ambient air quality standard (modeled estimates only)"
"5. healthcare context","Health outcomes","NEPHTN","NEPHTN_SEX_RATIO_RATE_countylevel","Male to female sex ratio at birth multiplied by 1,000"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_TEMPERATURE_100_countylevel","Total number of days with daily maximum temperature, absolute threshold: 100°F"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_TEMPERATURE_105_countylevel","Total number of days with daily maximum temperature, absolute threshold: 105°F"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_TEMPERATURE_90_countylevel","Total number of days with daily maximum temperature, absolute threshold: 90°F"
"4. physical infrastructure","Environment","NEPHTN","NEPHTN_TEMPERATURE_95_countylevel","Total number of days with daily maximum temperature, absolute threshold: 95°F"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_APR_countylevel","Monthly (April) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_AUG_countylevel","Monthly (August) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_DEC_countylevel","Monthly (December) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_FEB_countylevel","Monthly (February) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_JAN_countylevel","Monthly (January) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_JUL_countylevel","Monthly (July) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_JUN_countylevel","Monthly (June) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_MAR_countylevel","Monthly (March) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_MAY_countylevel","Monthly (May) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_NOV_countylevel","Monthly (November) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_OCT_countylevel","Monthly (October) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_AVG_TEMP_SEP_countylevel","Monthly (September) average temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_APR_countylevel","Monthly (April) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_AUG_countylevel","Monthly (August) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_DEC_countylevel","Monthly (December) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_FEB_countylevel","Monthly (February) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_JAN_countylevel","Monthly (January) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_JUL_countylevel","Monthly (July) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_JUN_countylevel","Monthly (June) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_MAR_countylevel","Monthly (March) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_MAY_countylevel","Monthly (May) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_NOV_countylevel","Monthly (November) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_OCT_countylevel","Monthly (October) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MAX_TEMP_SEP_countylevel","Monthly (September) maximum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_APR_countylevel","Monthly (April) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_AUG_countylevel","Monthly (August) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_DEC_countylevel","Monthly (December) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_FEB_countylevel","Monthly (February) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_JAN_countylevel","Monthly (January) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_JUL_countylevel","Monthly (July) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_JUN_countylevel","Monthly (June) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_MAR_countylevel","Monthly (March) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_MAY_countylevel","Monthly (May) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_NOV_countylevel","Monthly (November) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_OCT_countylevel","Monthly (October) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_MIN_TEMP_SEP_countylevel","Monthly (September) minimum temperature (Fahrenheit)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_APR_countylevel","Monthly (April) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_AUG_countylevel","Monthly (August) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_DEC_countylevel","Monthly (December) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_FEB_countylevel","Monthly (February) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_JAN_countylevel","Monthly (January) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_JUL_countylevel","Monthly (July) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_JUN_countylevel","Monthly (June) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_MAR_countylevel","Monthly (March) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_MAY_countylevel","Monthly (May) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_NOV_countylevel","Monthly (November) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_OCT_countylevel","Monthly (October) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAC","NOAAC_PRECIPITATION_SEP_countylevel","Monthly (September) precipitation (Inches)"
"4. physical infrastructure","Environment","NOAAS","NOAAS_PROPERTY_DAMAGE_countylevel","Estimated amount of damage to property incurred by the storm events during the year (Dollar)"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_DEATHS_DIRECT_countylevel","Total number of deaths directly caused by storm events during the year"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_DEATHS_INDIRECT_countylevel","Total number of deaths indirectly caused by storm events during the year"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_DROUGHT_countylevel","Total number of drought"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_FLOOD_countylevel","Total number of floods"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_HAIL_countylevel","Total number of hail events"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_HEAT_EVENTS_countylevel","Total number of heat events"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_HURRICANE_STORM_countylevel","Total number of hurricanes and tropical storms"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_INJURIES_DIRECT_countylevel","Total number of injuries directly caused by storm events during the year"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_INJURIES_INDIRECT_countylevel","Total number of injuries indirectly caused by storm events during the year"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_STORMEVENT_countylevel","Total number of storm events"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_TORNADO_countylevel","Total number of tornadoes"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_WILDFIRE_countylevel","Total number of wildfires"
"4. physical infrastructure","Environment","NOAAS","NOAAS_TOT_WIND_countylevel","Total number of wind events"
"5. healthcare context","Characteristics of health care facilities","POS","POS_ASC_RATE_countylevel","Total number of ambulatory surgical centers per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_CMHC_RATE_countylevel","Total number of Community Mental Health Centers per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_FQHC_RATE_countylevel","Total number of Federally Qualified Health Centers (FQHCs) per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HHA_RATE_countylevel","Total number of home health agencies per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSPICE_RATE_countylevel","Total number of hospices per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_ALC_RATE_countylevel","Total number of hospitals with alcohol and/or drug abuse inpatient care per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_BURN_RATE_countylevel","Total number of hospitals with burn care per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_CHEMO_RATE_countylevel","Total number of hospitals with chemotherapy per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_ED_RATE_countylevel","Total number of hospitals with emergency department per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_MEDSURG_ICU_RATE_countylevel","Total number of hospitals with medical-surgical ICU per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_OBSTETRIC_RATE_countylevel","Total number of hospitals with obstetric care per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_PED_ICU_RATE_countylevel","Total number of hospitals with pediatric ICU per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_PSYCH_RATE_countylevel","Total number of hospitals with psychiatric care per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_HOSP_REHAB_RATE_countylevel","Total number of hospitals with rehabilitative care per 1,000 population"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MAX_DIST_ALC_countylevel","Maximum distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MAX_DIST_CLINIC_countylevel","Maximum distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MAX_DIST_ED_countylevel","Maximum distance in miles to the nearest emergency department, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MAX_DIST_MEDSURG_ICU_countylevel","Maximum distance in miles to the nearest medical-surgical ICU, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MAX_DIST_OBSTETRICS_countylevel","Maximum distance in miles to the nearest obstetrics department, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MAX_DIST_PED_ICU_countylevel","Maximum distance in miles to the nearest pediatric ICU, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MAX_DIST_TRAUMA_countylevel","Maximum distance in miles to the nearest designated trauma center, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEAN_DIST_ALC_countylevel","Mean distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEAN_DIST_CLINIC_countylevel","Mean distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEAN_DIST_ED_countylevel","Mean distance in miles to the nearest emergency department, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEAN_DIST_MEDSURG_ICU_countylevel","Mean distance in miles to the nearest medical-surgical ICU, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEAN_DIST_OBSTETRICS_countylevel","Mean distance in miles to the nearest obstetrics department, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEAN_DIST_PED_ICU_countylevel","Mean distance in miles to the nearest pediatric ICU, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEAN_DIST_TRAUMA_countylevel","Mean distance in miles to the nearest designated trauma center, calculated using population weighted tract centroids in the county"
"5. healthcare context","Characteristics of health care facilities","POS","POS_MEDIAN_DIST_ALC_countylevel","Median distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county"
